endpoint,phecode_string,phecode_category,Age+Sex_aou,Age+Sex+MedicalHistory_aou,delta_agesex_aou,delta_median_agesex_aou,sign_agesex_aou,num_incident_events
phecode_708-8,Secondary osteoarthritis,Musc/Skel,"0.714 (0.707, 0.723)","0.782 (0.774, 0.789)","0.068 (0.056, 0.077)",0.068,+,3025
phecode_708-9,Heberden's or Bouchard's nodes*,Musc/Skel,"0.772 (0.74, 0.813)","0.798 (0.75, 0.841)","0.025 (-0.007, 0.066)",0.025,ns,133
phecode_709,Acquired deformities of fingers and toes,Musc/Skel,"0.665 (0.657, 0.672)","0.706 (0.696, 0.712)","0.042 (0.03, 0.052)",0.042,+,4480
phecode_709-1,Acquired deformities of fingers,Musc/Skel,"0.684 (0.673, 0.697)","0.711 (0.695, 0.726)","0.027 (0.01, 0.039)",0.027,+,1952
phecode_709-11,Mallet finger,Musc/Skel,"0.557 (0.518, 0.601)","0.672 (0.61, 0.712)","0.111 (0.05, 0.169)",0.111,+,136
phecode_709-2,Acquired deformities of toe,Musc/Skel,"0.654 (0.644, 0.664)","0.7 (0.688, 0.708)","0.045 (0.036, 0.054)",0.045,+,3008
phecode_709-21,Hallux valgus (Bunion),Musc/Skel,"0.652 (0.635, 0.667)","0.699 (0.682, 0.715)","0.048 (0.032, 0.058)",0.048,+,1862
phecode_709-22,Hallux rigidus,Musc/Skel,"0.665 (0.644, 0.684)","0.741 (0.712, 0.766)","0.077 (0.047, 0.111)",0.077,+,451
phecode_709-23,Hallux varus (acquired),Musc/Skel,"0.655 (0.636, 0.669)","0.715 (0.7, 0.733)","0.06 (0.044, 0.079)",0.06,+,1714
phecode_709-24,Hammer toe,Musc/Skel,"0.707 (0.693, 0.718)","0.755 (0.741, 0.764)","0.048 (0.031, 0.059)",0.048,+,1351
phecode_710,Acquired deformities of limbs,Musc/Skel,"0.635 (0.627, 0.643)","0.717 (0.711, 0.722)","0.082 (0.074, 0.089)",0.082,+,6319
phecode_710-1,Acquired deformities of the forearm and hand,Musc/Skel,"0.59 (0.548, 0.641)","0.659 (0.603, 0.711)","0.064 (0.023, 0.112)",0.064,+,158
phecode_710-3,Acquired deformities of the knee,Musc/Skel,"0.71 (0.679, 0.739)","0.818 (0.795, 0.85)","0.108 (0.072, 0.143)",0.108,+,302
phecode_710-31,Genu valgum (acquired),Musc/Skel,"0.725 (0.675, 0.759)","0.804 (0.766, 0.846)","0.079 (0.045, 0.12)",0.079,+,142
phecode_710-32,Genu varum (acquired),Musc/Skel,"0.718 (0.688, 0.743)","0.837 (0.802, 0.875)","0.116 (0.067, 0.159)",0.116,+,166
phecode_710-4,Acquired deformities of the ankle and foot,Musc/Skel,"0.577 (0.565, 0.589)","0.713 (0.704, 0.723)","0.137 (0.121, 0.15)",0.137,+,2324
phecode_710-41,Flat foot [pes planus],Musc/Skel,"0.579 (0.559, 0.594)","0.735 (0.711, 0.757)","0.157 (0.121, 0.175)",0.157,+,1163
phecode_710-43,Cavus deformity of foot,Musc/Skel,"0.594 (0.534, 0.645)","0.708 (0.667, 0.747)","0.112 (0.07, 0.181)",0.112,+,205
phecode_710-44,Foot drop (acquired)*,Musc/Skel,"0.619 (0.596, 0.639)","0.754 (0.726, 0.774)","0.132 (0.11, 0.16)",0.132,+,641
phecode_710-6,Unequal limb length (acquired),Musc/Skel,"0.658 (0.628, 0.703)","0.762 (0.724, 0.792)","0.102 (0.067, 0.134)",0.102,+,317
phecode_711,Disorder of patella,Musc/Skel,"0.553 (0.541, 0.57)","0.692 (0.679, 0.7)","0.138 (0.12, 0.152)",0.138,+,2390
phecode_711-1,Derangement of meniscus,Musc/Skel,"0.589 (0.56, 0.617)","0.726 (0.699, 0.747)","0.138 (0.096, 0.172)",0.138,+,437
phecode_712,Other specific joint derangements,Musc/Skel,"0.541 (0.532, 0.549)","0.666 (0.659, 0.674)","0.126 (0.116, 0.134)",0.126,+,7705
phecode_712-1,Loose body in joint,Musc/Skel,"0.6 (0.572, 0.639)","0.733 (0.7, 0.782)","0.132 (0.065, 0.184)",0.132,+,243
phecode_712-3,Articular cartilage disorder,Musc/Skel,"0.636 (0.622, 0.654)","0.662 (0.649, 0.674)","0.028 (0.003, 0.046)",0.028,+,2182
phecode_712-4,Ankylosis of joint,Musc/Skel,"0.578 (0.523, 0.62)","0.781 (0.725, 0.824)","0.204 (0.137, 0.257)",0.204,+,168
phecode_712-5,Disorder of ligament,Musc/Skel,"0.532 (0.52, 0.541)","0.655 (0.647, 0.663)","0.124 (0.112, 0.138)",0.124,+,5919
phecode_712-51,Hypermobility syndrome,Musc/Skel,"0.762 (0.734, 0.819)","0.801 (0.754, 0.868)","0.039 (-0.022, 0.105)",0.039,ns,159
phecode_712-6,Instability of joint,Musc/Skel,"0.565 (0.549, 0.578)","0.737 (0.725, 0.75)","0.172 (0.151, 0.195)",0.172,+,1880
phecode_712-61,Recurrent dislocation of joint,Musc/Skel,"0.578 (0.507, 0.625)","0.707 (0.645, 0.76)","0.135 (0.062, 0.208)",0.135,+,120
phecode_713,Symptoms related to joints,Musc/Skel,"0.564 (0.559, 0.57)","0.633 (0.627, 0.639)","0.069 (0.061, 0.077)",0.069,+,17968
phecode_713-2,Effusion of joint,Musc/Skel,"0.599 (0.59, 0.606)","0.698 (0.688, 0.707)","0.099 (0.089, 0.105)",0.099,+,4937
phecode_713-3,Pain in joint,Musc/Skel,"0.566 (0.56, 0.572)","0.643 (0.637, 0.647)","0.076 (0.068, 0.085)",0.076,+,17207
phecode_713-4,Stiffness of joint,Musc/Skel,"0.61 (0.599, 0.623)","0.716 (0.704, 0.729)","0.106 (0.085, 0.121)",0.106,+,2882
phecode_714,Deforming dorsopathies,Musc/Skel,"0.65 (0.638, 0.661)","0.735 (0.727, 0.747)","0.086 (0.077, 0.095)",0.086,+,2702
phecode_714-1,Kyphosis,Musc/Skel,"0.675 (0.646, 0.701)","0.765 (0.741, 0.788)","0.09 (0.072, 0.119)",0.09,+,533
phecode_714-2,Lordosis,Musc/Skel,"0.59 (0.542, 0.623)","0.757 (0.717, 0.795)","0.171 (0.124, 0.217)",0.171,+,226
phecode_714-3,Scoliosis,Musc/Skel,"0.662 (0.646, 0.682)","0.714 (0.703, 0.731)","0.053 (0.044, 0.064)",0.053,+,1724
phecode_714-31,Idiopathic scoliosis,Musc/Skel,"0.641 (0.604, 0.679)","0.687 (0.648, 0.729)","0.05 (0.002, 0.11)",0.05,+,327
phecode_714-32,Thoracogenic scoliosis,Musc/Skel,"0.65 (0.603, 0.687)","0.722 (0.69, 0.746)","0.072 (0.019, 0.107)",0.072,+,305
phecode_714-7,Fusion of spine*,Musc/Skel,"0.666 (0.645, 0.693)","0.873 (0.85, 0.888)","0.204 (0.176, 0.236)",0.204,+,471
phecode_715,Non-inflammatory spondylopathy,Musc/Skel,"0.65 (0.645, 0.654)","0.721 (0.716, 0.728)","0.072 (0.065, 0.077)",0.072,+,10391
phecode_715-1,Spondylosis,Musc/Skel,"0.651 (0.643, 0.655)","0.729 (0.723, 0.735)","0.079 (0.073, 0.085)",0.079,+,9643
phecode_715-2,Spondylolysis,Musc/Skel,"0.645 (0.615, 0.675)","0.775 (0.75, 0.803)","0.128 (0.105, 0.167)",0.128,+,371
phecode_715-3,Spondylolisthesis,Musc/Skel,"0.718 (0.708, 0.729)","0.795 (0.787, 0.805)","0.077 (0.066, 0.091)",0.077,+,2686
phecode_715-4,Spinal stenosis,Musc/Skel,"0.668 (0.662, 0.673)","0.761 (0.751, 0.767)","0.092 (0.088, 0.1)",0.092,+,6008
phecode_716,Intervertebral disc disorder,Musc/Skel,"0.624 (0.616, 0.63)","0.717 (0.71, 0.723)","0.093 (0.086, 0.104)",0.093,+,7131
phecode_716-2,Degenerative disc disease,Musc/Skel,"0.653 (0.642, 0.659)","0.753 (0.746, 0.76)","0.1 (0.093, 0.111)",0.1,+,5954
phecode_716-3,Spinal disc displacement (herniation),Musc/Skel,"0.627 (0.618, 0.632)","0.719 (0.712, 0.727)","0.093 (0.083, 0.104)",0.093,+,6345
phecode_717,Other and unspecified dorsopathies,Musc/Skel,"0.602 (0.595, 0.607)","0.653 (0.649, 0.658)","0.052 (0.046, 0.059)",0.052,+,14018
phecode_717-2,Sacrococcygeal disorders,Musc/Skel,"0.642 (0.622, 0.661)","0.699 (0.681, 0.722)","0.06 (0.038, 0.085)",0.06,+,873
phecode_718,Back pain,Musc/Skel,"0.54 (0.536, 0.545)","0.623 (0.62, 0.629)","0.083 (0.077, 0.088)",0.083,+,16469
phecode_718-1,Radiculopathy,Musc/Skel,"0.598 (0.591, 0.603)","0.7 (0.692, 0.705)","0.102 (0.096, 0.109)",0.102,+,10266
phecode_718-2,Cervicalgia,Musc/Skel,"0.548 (0.541, 0.555)","0.663 (0.657, 0.67)","0.116 (0.107, 0.122)",0.116,+,9781
phecode_718-3,Mid back pain,Musc/Skel,"0.562 (0.552, 0.572)","0.717 (0.708, 0.727)","0.156 (0.145, 0.168)",0.156,+,3706
phecode_718-4,Low back pain,Musc/Skel,"0.556 (0.551, 0.562)","0.658 (0.653, 0.663)","0.101 (0.095, 0.108)",0.101,+,11464
phecode_718-5,Sciatica,Musc/Skel,"0.596 (0.589, 0.605)","0.707 (0.702, 0.716)","0.112 (0.103, 0.119)",0.112,+,6243
phecode_719,Disorders of muscle,Musc/Skel,"0.557 (0.55, 0.562)","0.651 (0.643, 0.656)","0.095 (0.086, 0.103)",0.095,+,14781
phecode_719-1,Cramp and spasm,Musc/Skel,"0.571 (0.563, 0.58)","0.681 (0.675, 0.688)","0.108 (0.098, 0.117)",0.108,+,7185
phecode_719-11,Spasm of muscle,Musc/Skel,"0.542 (0.528, 0.559)","0.714 (0.7, 0.729)","0.172 (0.146, 0.195)",0.172,+,1337
phecode_719-6,Muscle wasting and atrophy,Musc/Skel,"0.617 (0.59, 0.639)","0.719 (0.699, 0.735)","0.101 (0.08, 0.126)",0.101,+,657
phecode_719-7,Muscle weakness (generalized),Musc/Skel,"0.592 (0.582, 0.604)","0.703 (0.692, 0.715)","0.111 (0.098, 0.125)",0.111,+,3059
phecode_719-8,Rhabdomyolysis,Musc/Skel,"0.656 (0.635, 0.687)","0.681 (0.655, 0.719)","0.026 (-0.016, 0.074)",0.026,ns,560
phecode_719-9,Contractures,Musc/Skel,"0.583 (0.563, 0.6)","0.691 (0.672, 0.705)","0.107 (0.086, 0.126)",0.107,+,1383
phecode_719-92,Contracture of joint,Musc/Skel,"0.6 (0.58, 0.625)","0.711 (0.684, 0.731)","0.111 (0.083, 0.138)",0.111,+,635
phecode_719-93,Contracture of muscle*,Musc/Skel,"0.567 (0.535, 0.594)","0.669 (0.647, 0.686)","0.101 (0.073, 0.126)",0.101,+,725
phecode_720,Spontaneous rupture of synovium and tendon,Musc/Skel,"0.647 (0.61, 0.679)","0.772 (0.751, 0.796)","0.126 (0.096, 0.161)",0.126,+,287
phecode_721,Synoviopathy and bursopathy,Musc/Skel,"0.629 (0.621, 0.636)","0.724 (0.719, 0.731)","0.095 (0.087, 0.101)",0.095,+,8031
phecode_721-1,Synovitis and tenosynovitis,Musc/Skel,"0.626 (0.618, 0.64)","0.728 (0.718, 0.735)","0.102 (0.092, 0.11)",0.102,+,4865
phecode_721-11,Trigger finger,Musc/Skel,"0.699 (0.69, 0.711)","0.773 (0.757, 0.781)","0.073 (0.066, 0.081)",0.073,+,2076
phecode_721-12,Radial styloid tenosynovitis [de Quervain],Musc/Skel,"0.632 (0.614, 0.659)","0.726 (0.703, 0.75)","0.095 (0.07, 0.118)",0.095,+,861
phecode_721-2,Ganglion cyst,Musc/Skel,"0.613 (0.599, 0.625)","0.72 (0.706, 0.733)","0.108 (0.088, 0.121)",0.108,+,1305
phecode_721-4,Calcium deposits in tendon and bursa,Musc/Skel,"0.64 (0.616, 0.667)","0.729 (0.7, 0.748)","0.089 (0.048, 0.121)",0.089,+,391
phecode_721-5,Bursitis,Musc/Skel,"0.656 (0.648, 0.667)","0.752 (0.742, 0.761)","0.095 (0.085, 0.108)",0.095,+,3686
phecode_721-6,Baker's cyst [popliteal cyst],Musc/Skel,"0.657 (0.639, 0.671)","0.761 (0.748, 0.776)","0.104 (0.088, 0.12)",0.104,+,1191
phecode_722,Fasciopathy,Musc/Skel,"0.592 (0.577, 0.601)","0.7 (0.689, 0.708)","0.108 (0.095, 0.124)",0.108,+,3563
phecode_722-1,Plantar fascial fibromatosis [Plantar fasciitis],Musc/Skel,"0.573 (0.556, 0.583)","0.704 (0.695, 0.715)","0.13 (0.117, 0.15)",0.13,+,2519
phecode_722-4,Palmar fascial fibromatosis [Dupuytren],Musc/Skel,"0.747 (0.725, 0.77)","0.785 (0.762, 0.812)","0.037 (0.019, 0.054)",0.037,+,385
phecode_723,Enthesopathy/Enthesitis/Tendinopathy,Musc/Skel,"0.59 (0.58, 0.596)","0.693 (0.686, 0.699)","0.104 (0.095, 0.114)",0.104,+,10495
phecode_723-1,Adhesive capsulitis of shoulder,Musc/Skel,"0.634 (0.614, 0.654)","0.695 (0.676, 0.71)","0.062 (0.035, 0.086)",0.062,+,990
phecode_723-2,Rotator cuff tear or rupture,Musc/Skel,"0.675 (0.665, 0.685)","0.777 (0.766, 0.789)","0.102 (0.093, 0.115)",0.102,+,2590
phecode_723-3,Medial epicondylitis (Golfer's elbow),Musc/Skel,"0.567 (0.545, 0.595)","0.729 (0.705, 0.758)","0.164 (0.132, 0.208)",0.164,+,438
phecode_723-4,Lateral epicondylitis (Tennis elbow),Musc/Skel,"0.535 (0.519, 0.556)","0.708 (0.693, 0.724)","0.171 (0.147, 0.192)",0.171,+,1151
phecode_723-5,Tendinitis,Musc/Skel,"0.589 (0.577, 0.602)","0.72 (0.708, 0.729)","0.128 (0.113, 0.142)",0.128,+,2298
phecode_723-51,Achilles tendinitis,Musc/Skel,"0.586 (0.566, 0.601)","0.72 (0.703, 0.737)","0.136 (0.11, 0.162)",0.136,+,982
phecode_723-52,Posterior tibial tendinitis,Musc/Skel,"0.615 (0.594, 0.65)","0.741 (0.724, 0.771)","0.128 (0.102, 0.158)",0.128,+,651
phecode_723-6,Impingement syndrome of shoulder*,Musc/Skel,"0.626 (0.612, 0.64)","0.751 (0.738, 0.765)","0.126 (0.108, 0.142)",0.126,+,1912
phecode_723-7,Iliotibial band syndrome*,Musc/Skel,"0.647 (0.626, 0.67)","0.737 (0.717, 0.755)","0.09 (0.063, 0.122)",0.09,+,790
phecode_724,Other symptoms and disorders of the soft tissue,Musc/Skel,"0.511 (0.506, 0.515)","0.517 (0.51, 0.523)","0.006 (0, 0.013)",0.006,ns,18196
phecode_724-1,Myalgia,Musc/Skel,"0.558 (0.551, 0.563)","0.631 (0.625, 0.636)","0.074 (0.068, 0.083)",0.074,+,18311
phecode_724-3,Nontraumatic hematoma of soft tissue,Musc/Skel,"0.578 (0.542, 0.607)","0.707 (0.688, 0.73)","0.13 (0.107, 0.169)",0.13,+,513
phecode_724-4,Panniculitis,Musc/Skel,"0.615 (0.587, 0.655)","0.778 (0.739, 0.812)","0.163 (0.116, 0.209)",0.163,+,221
phecode_724-5,Exostosis,Musc/Skel,"0.639 (0.628, 0.647)","0.756 (0.747, 0.766)","0.119 (0.106, 0.124)",0.119,+,2954
phecode_724-51,Calcaneal spur,Musc/Skel,"0.634 (0.62, 0.651)","0.728 (0.709, 0.743)","0.093 (0.074, 0.117)",0.093,+,1145
phecode_724-52,Osteophyte*,Musc/Skel,"0.648 (0.633, 0.666)","0.773 (0.763, 0.783)","0.126 (0.107, 0.14)",0.126,+,2039
phecode_725,Developmental disorders of bone,Musc/Skel,"0.591 (0.541, 0.647)","0.715 (0.681, 0.758)","0.13 (0.066, 0.18)",0.13,+,134
phecode_725-2,Juvenile osteochondrosis,Musc/Skel,"0.6 (0.55, 0.647)","0.715 (0.673, 0.757)","0.117 (0.06, 0.176)",0.117,+,131
phecode_726,Osteoporosis and low bone density,Musc/Skel,"0.781 (0.77, 0.786)","0.772 (0.763, 0.782)","-0.009 (-0.017, -0.002)",-0.009,-,4580
phecode_726-1,Osteoporosis,Musc/Skel,"0.811 (0.804, 0.819)","0.797 (0.79, 0.804)","-0.015 (-0.021, -0.008)",-0.015,-,4071
phecode_726-2,Pathologic fracture,Musc/Skel,"0.672 (0.642, 0.711)","0.753 (0.727, 0.782)","0.078 (0.052, 0.109)",0.078,+,351
phecode_726-4,Stress fracture,Musc/Skel,"0.578 (0.548, 0.609)","0.613 (0.583, 0.646)","0.033 (0.005, 0.072)",0.033,+,403
phecode_727,Other disorders of bone,Musc/Skel,"0.614 (0.609, 0.619)","0.656 (0.651, 0.661)","0.042 (0.037, 0.047)",0.042,+,15730
phecode_727-1,Osteonecrosis,Musc/Skel,"0.581 (0.557, 0.606)","0.773 (0.753, 0.795)","0.192 (0.158, 0.215)",0.192,+,557
phecode_727-5,Cyst of bone,Musc/Skel,"0.629 (0.6, 0.667)","0.735 (0.713, 0.777)","0.107 (0.078, 0.152)",0.107,+,281
phecode_727-6,Hypertrophy of bone*,Musc/Skel,"0.637 (0.613, 0.672)","0.772 (0.747, 0.812)","0.135 (0.101, 0.169)",0.135,+,331
phecode_728,Chondropathies,Musc/Skel,"0.608 (0.602, 0.615)","0.655 (0.65, 0.662)","0.047 (0.037, 0.056)",0.047,+,8500
phecode_728-1,Chondromalacia,Musc/Skel,"0.562 (0.53, 0.585)","0.711 (0.696, 0.731)","0.15 (0.122, 0.201)",0.15,+,814
phecode_728-3,Costochondritis (Tietze's disease),Musc/Skel,"0.585 (0.563, 0.608)","0.698 (0.676, 0.718)","0.113 (0.08, 0.15)",0.113,+,913
phecode_729,Other acquired musculoskeletal deformity,Musc/Skel,"0.534 (0.507, 0.57)","0.663 (0.638, 0.692)","0.125 (0.095, 0.181)",0.125,+,477
phecode_729-1,Acquired deformity of nose,Musc/Skel,"0.552 (0.506, 0.615)","0.64 (0.596, 0.683)","0.088 (-0.005, 0.163)",0.088,ns,156
phecode_730,Other disorders and symptoms of the musculoskeletal system,Musc/Skel,"0.576 (0.57, 0.581)","0.59 (0.584, 0.596)","0.014 (0.004, 0.023)",0.014,+,18726
phecode_730-2,Ehlers-Danlos syndrome,Musc/Skel,"0.77 (0.728, 0.809)","0.74 (0.689, 0.802)","-0.034 (-0.086, 0.039)",-0.034,ns,137
phecode_731,Symptoms involving musculoskeletal systems,Musc/Skel,"0.565 (0.56, 0.571)","0.642 (0.636, 0.647)","0.076 (0.071, 0.082)",0.076,+,17758
phecode_731-1,Loss of height,Musc/Skel,"0.779 (0.757, 0.806)","0.778 (0.752, 0.809)","0 (-0.022, 0.029)",0,ns,317
phecode_732,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,Musc/Skel,"0.638 (0.622, 0.648)","0.714 (0.697, 0.727)","0.077 (0.063, 0.092)",0.077,+,1924
phecode_733,"Dentofacial anomalies, including malocclusion",Musc/Skel,"0.576 (0.563, 0.59)","0.672 (0.657, 0.688)","0.096 (0.072, 0.12)",0.096,+,1745
phecode_733-6,Temporomandibular joint disorders,Musc/Skel,"0.597 (0.583, 0.609)","0.713 (0.695, 0.726)","0.118 (0.101, 0.137)",0.118,+,1370
phecode_733-62,Arthralgia of temporomandibular joint,Musc/Skel,"0.599 (0.581, 0.625)","0.736 (0.711, 0.756)","0.135 (0.114, 0.157)",0.135,+,797
phecode_734,Diseases of the jaws,Musc/Skel,"0.53 (0.521, 0.538)","0.595 (0.586, 0.602)","0.064 (0.05, 0.08)",0.064,+,7429
phecode_734-5,Inflammatory conditions of jaw,Musc/Skel,"0.526 (0.514, 0.542)","0.587 (0.576, 0.605)","0.062 (0.034, 0.084)",0.062,+,2097
phecode_734-9,Jaw pain,Musc/Skel,"0.542 (0.519, 0.562)","0.693 (0.668, 0.716)","0.15 (0.123, 0.175)",0.15,+,1007
phecode_800,Chest pain,Signs/Symptoms,"0.533 (0.526, 0.539)","0.634 (0.627, 0.637)","0.1 (0.095, 0.107)",0.1,+,14959
phecode_800-1,Chest pain on breathing,Signs/Symptoms,"0.555 (0.544, 0.565)","0.693 (0.681, 0.707)","0.14 (0.129, 0.15)",0.14,+,3712
phecode_800-11,Pleurodynia*,Signs/Symptoms,"0.572 (0.559, 0.581)","0.704 (0.69, 0.716)","0.134 (0.122, 0.147)",0.134,+,3257
phecode_800-2,Precordial pain,Signs/Symptoms,"0.563 (0.545, 0.577)","0.718 (0.708, 0.736)","0.156 (0.132, 0.176)",0.156,+,1497
phecode_800-3,Intercostal pain*,Signs/Symptoms,"0.589 (0.557, 0.635)","0.728 (0.696, 0.757)","0.139 (0.106, 0.18)",0.139,+,308
phecode_801,Cough,Signs/Symptoms,"0.532 (0.527, 0.537)","0.625 (0.619, 0.629)","0.092 (0.086, 0.098)",0.092,+,13845
phecode_802,Throat pain,Signs/Symptoms,"0.573 (0.554, 0.59)","0.672 (0.655, 0.694)","0.098 (0.078, 0.12)",0.098,+,1690
phecode_803,Snoring*,Signs/Symptoms,"0.522 (0.507, 0.53)","0.671 (0.663, 0.679)","0.15 (0.136, 0.168)",0.15,+,3984
phecode_804,Other symptoms and signs involving the circulatory and respiratory system,Signs/Symptoms,"0.615 (0.592, 0.637)","0.672 (0.657, 0.692)","0.057 (0.031, 0.082)",0.057,+,840
phecode_805,Fever of unknown origin,Signs/Symptoms,"0.525 (0.517, 0.534)","0.624 (0.618, 0.63)","0.099 (0.086, 0.11)",0.099,+,7454
phecode_806,Chills (without fever),Signs/Symptoms,"0.529 (0.505, 0.545)","0.667 (0.654, 0.683)","0.138 (0.122, 0.161)",0.138,+,1506
phecode_807,Malaise and fatigue,Signs/Symptoms,"0.557 (0.552, 0.563)","0.663 (0.658, 0.67)","0.106 (0.1, 0.113)",0.106,+,13862
phecode_807-1,Chronic fatigue syndrome,Signs/Symptoms,"0.583 (0.562, 0.601)","0.718 (0.703, 0.726)","0.133 (0.119, 0.151)",0.133,+,2204
phecode_807-11,Postviral fatigue syndrome*,Signs/Symptoms,"0.583 (0.562, 0.601)","0.682 (0.666, 0.691)","0.098 (0.074, 0.123)",0.098,+,2204
phecode_808,Syncope and collapse,Signs/Symptoms,"0.573 (0.566, 0.583)","0.671 (0.664, 0.68)","0.098 (0.09, 0.106)",0.098,+,5558
phecode_809,Pain,Signs/Symptoms,"0.523 (0.52, 0.529)","0.522 (0.517, 0.526)","-0.002 (-0.007, 0.003)",-0.002,ns,19107
phecode_809-1,Acute pain,Signs/Symptoms,"0.543 (0.533, 0.554)","0.665 (0.655, 0.68)","0.123 (0.114, 0.132)",0.123,+,4137
phecode_809-3,Pain in limb,Signs/Symptoms,"0.549 (0.543, 0.555)","0.622 (0.617, 0.628)","0.074 (0.068, 0.083)",0.074,+,19412
phecode_810,Shock,Signs/Symptoms,"0.645 (0.621, 0.666)","0.829 (0.812, 0.841)","0.183 (0.164, 0.204)",0.183,+,1253
phecode_810-1,Cardiogenic shock,Signs/Symptoms,"0.679 (0.653, 0.704)","0.863 (0.843, 0.883)","0.184 (0.159, 0.214)",0.184,+,454
phecode_812,Edema,Signs/Symptoms,"0.582 (0.576, 0.588)","0.67 (0.664, 0.674)","0.088 (0.084, 0.092)",0.088,+,12430
phecode_812-1,Generalized edema*,Signs/Symptoms,"0.624 (0.597, 0.643)","0.785 (0.764, 0.802)","0.16 (0.141, 0.183)",0.16,+,821
phecode_812-2,Angioneurotic edema,Signs/Symptoms,"0.542 (0.521, 0.577)","0.662 (0.616, 0.697)","0.115 (0.078, 0.154)",0.115,+,442
phecode_814,Jaundice (not of newborn),Signs/Symptoms,"0.604 (0.586, 0.632)","0.65 (0.621, 0.667)","0.043 (0.007, 0.069)",0.043,+,810
phecode_815,Symptoms and signs concerning food and fluid intake,Signs/Symptoms,"0.559 (0.517, 0.602)","0.663 (0.612, 0.705)","0.101 (0.063, 0.157)",0.101,+,151
phecode_817,Motion sickness,Signs/Symptoms,"0.627 (0.588, 0.659)","0.725 (0.673, 0.755)","0.098 (0.035, 0.143)",0.098,+,221
phecode_819,General symptoms and other findings,Signs/Symptoms,"0.552 (0.548, 0.556)","0.568 (0.564, 0.573)","0.016 (0.01, 0.021)",0.016,+,20226
phecode_820,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,Signs/Symptoms,"0.59 (0.555, 0.619)","0.728 (0.695, 0.753)","0.139 (0.106, 0.182)",0.139,+,503
phecode_821,Abnormality of red blood cells,Signs/Symptoms,"0.532 (0.527, 0.538)","0.575 (0.571, 0.581)","0.043 (0.034, 0.05)",0.043,+,13965
phecode_821-1,Precipitous drop in hematocrit,Signs/Symptoms,"0.643 (0.606, 0.675)","0.741 (0.693, 0.774)","0.099 (0.055, 0.137)",0.099,+,229
phecode_822,"Other and nonspecific abnormal cytological, histological and immunological findings",Signs/Symptoms,"0.864 (0.853, 0.877)","0.831 (0.82, 0.842)","-0.034 (-0.044, -0.025)",-0.034,-,1427
phecode_822-8,Abnormal tumor markers,Signs/Symptoms,"0.864 (0.853, 0.877)","0.831 (0.82, 0.842)","-0.034 (-0.044, -0.025)",-0.034,-,1427
phecode_823,Abnormal serum enzyme levels,Signs/Symptoms,"0.626 (0.62, 0.632)","0.597 (0.588, 0.606)","-0.029 (-0.037, -0.019)",-0.029,-,7023
phecode_823-1,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],Signs/Symptoms,"0.535 (0.526, 0.549)","0.66 (0.648, 0.676)","0.126 (0.108, 0.143)",0.126,+,1806
phecode_823-2,Abnormal levels of other serum enzymes,Signs/Symptoms,"0.657 (0.649, 0.662)","0.605 (0.596, 0.614)","-0.051 (-0.06, -0.043)",-0.051,-,5894
phecode_824,Other abnormalities of plasma proteins*,Signs/Symptoms,"0.64 (0.598, 0.705)","0.686 (0.625, 0.729)","0.041 (-0.041, 0.095)",0.041,ns,116
phecode_825,Elevated C-reactive protein (CRP),Signs/Symptoms,"0.539 (0.513, 0.576)","0.702 (0.675, 0.728)","0.163 (0.11, 0.191)",0.163,+,709
phecode_826,Other abnormal immunological findings in serum,Signs/Symptoms,"0.569 (0.557, 0.588)","0.622 (0.605, 0.639)","0.053 (0.033, 0.079)",0.053,+,1680
phecode_826-3,Raised antibody titer*,Signs/Symptoms,"0.626 (0.61, 0.65)","0.693 (0.667, 0.711)","0.068 (0.043, 0.092)",0.068,+,883
phecode_826-4,Other and unspecified nonspecific immunological findings,Signs/Symptoms,"0.634 (0.594, 0.678)","0.577 (0.53, 0.62)","-0.057 (-0.112, 0.012)",-0.057,ns,218
phecode_827,Toxicology findings,Signs/Symptoms,"0.529 (0.505, 0.552)","0.651 (0.603, 0.684)","0.12 (0.051, 0.174)",0.12,+,181
phecode_829,Nonspecific findings on examination of blood,Signs/Symptoms,"0.596 (0.591, 0.601)","0.656 (0.651, 0.662)","0.06 (0.055, 0.064)",0.06,+,16928
phecode_829-2,Abnormal level of blood mineral*,Signs/Symptoms,"0.569 (0.539, 0.593)","0.713 (0.691, 0.736)","0.143 (0.116, 0.167)",0.143,+,749
phecode_830,Proteinuria,Signs/Symptoms,"0.595 (0.583, 0.612)","0.781 (0.762, 0.79)","0.186 (0.166, 0.201)",0.186,+,2192
phecode_831,Glycosuria,Signs/Symptoms,"0.531 (0.498, 0.575)","0.762 (0.712, 0.796)","0.232 (0.157, 0.282)",0.232,+,210
phecode_832,Other abnormal findings in urine,Signs/Symptoms,"0.558 (0.533, 0.578)","0.707 (0.685, 0.737)","0.149 (0.125, 0.175)",0.149,+,959
phecode_832-6,Pyuria*,Signs/Symptoms,"0.618 (0.585, 0.663)","0.752 (0.711, 0.786)","0.136 (0.093, 0.165)",0.136,+,361
phecode_835,Cytology and pathology findings,Signs/Symptoms,"0.678 (0.669, 0.687)","0.647 (0.639, 0.658)","-0.031 (-0.042, -0.02)",-0.031,-,3097
