phecode_category,endpoint,phecode_string,Age+Sex,Age+Sex+MedicalHistory,delta
GI,phecode_514-21,Impaction of intestine,"0.615 (0.585, 0.646)","0.777 (0.757, 0.806)","0.166 (0.123, 0.189)"
GI,phecode_514-3,Ileus,"0.58 (0.529, 0.638)","0.777 (0.736, 0.805)","0.193 (0.141, 0.253)"
GI,phecode_514-31,Paralytic ileus,"0.58 (0.526, 0.638)","0.76 (0.719, 0.795)","0.176 (0.123, 0.246)"
GI,phecode_515,Heartburn and epigastric pain,"0.555 (0.549, 0.561)","0.663 (0.658, 0.669)","0.108 (0.098, 0.117)"
GI,phecode_516,Other diseases of stomach and duodenum,"0.558 (0.555, 0.563)","0.638 (0.634, 0.641)","0.079 (0.075, 0.084)"
GI,phecode_516-1,Pyloric stenosis,"0.555 (0.515, 0.606)","0.799 (0.769, 0.833)","0.242 (0.204, 0.272)"
GI,phecode_517,Gastrointestinal angiodysplasia,"0.776 (0.757, 0.797)","0.818 (0.79, 0.843)","0.045 (0.012, 0.064)"
GI,phecode_518,Appendicitis,"0.606 (0.587, 0.625)","0.615 (0.599, 0.636)","0.009 (-0.013, 0.043)"
GI,phecode_520,Hernia,"0.619 (0.612, 0.625)","0.695 (0.688, 0.701)","0.076 (0.071, 0.081)"
GI,phecode_520-1,Hernia of the abdominal wall,"0.636 (0.628, 0.643)","0.674 (0.667, 0.682)","0.039 (0.035, 0.044)"
GI,phecode_520-11,Inguinal hernia,"0.794 (0.783, 0.801)","0.797 (0.787, 0.805)","0.004 (0.002, 0.006)"
GI,phecode_520-13,Umbilical hernia,"0.551 (0.536, 0.571)","0.669 (0.655, 0.685)","0.119 (0.105, 0.136)"
GI,phecode_520-14,Ventral hernia,"0.636 (0.629, 0.644)","0.681 (0.672, 0.69)","0.045 (0.035, 0.055)"
GI,phecode_520-15,Incisional hernia,"0.57 (0.558, 0.584)","0.757 (0.74, 0.772)","0.185 (0.17, 0.208)"
GI,phecode_520-2,Diaphragmatic hernia [Hiatal hernia],"0.638 (0.63, 0.646)","0.732 (0.727, 0.738)","0.094 (0.088, 0.101)"
GI,phecode_522,Gastrointestinal inflammation,"0.546 (0.542, 0.551)","0.598 (0.593, 0.602)","0.051 (0.044, 0.059)"
GI,phecode_522-1,Inflammatory bowel disease,"0.573 (0.556, 0.601)","0.683 (0.667, 0.706)","0.11 (0.089, 0.138)"
GI,phecode_522-11,Crohn's disease,"0.551 (0.523, 0.594)","0.741 (0.705, 0.766)","0.185 (0.146, 0.221)"
GI,phecode_522-12,Ulcerative colitis,"0.546 (0.522, 0.583)","0.722 (0.688, 0.746)","0.172 (0.133, 0.213)"
GI,phecode_522-14,Microscopic colitis*,"0.744 (0.716, 0.771)","0.745 (0.715, 0.777)","-0.003 (-0.039, 0.034)"
GI,phecode_522-6,Eosinophilic gastroenteritis and colitis,"0.586 (0.556, 0.621)","0.678 (0.638, 0.71)","0.091 (0.036, 0.143)"
GI,phecode_522-61,Eosinophilic esophagitis,"0.585 (0.559, 0.621)","0.671 (0.63, 0.703)","0.086 (0.031, 0.128)"
GI,phecode_522-7,Ulceration of the lower GI tract,"0.58 (0.57, 0.597)","0.737 (0.724, 0.751)","0.157 (0.143, 0.169)"
GI,phecode_522-8,Duodenitis,"0.596 (0.579, 0.612)","0.72 (0.701, 0.737)","0.125 (0.104, 0.145)"
GI,phecode_522-9,Gastritis,"0.546 (0.539, 0.553)","0.689 (0.682, 0.695)","0.143 (0.137, 0.151)"
GI,phecode_522-91,Atrophic gastritis,"0.61 (0.578, 0.641)","0.72 (0.698, 0.757)","0.11 (0.085, 0.146)"
GI,phecode_523,Diverticular disease [Bowel diverticulosis],"0.7 (0.696, 0.705)","0.74 (0.735, 0.747)","0.04 (0.035, 0.043)"
GI,phecode_523-1,Diverticula of small intestine,"0.743 (0.715, 0.769)","0.78 (0.756, 0.817)","0.037 (0.014, 0.066)"
GI,phecode_523-2,Diverticula of colon,"0.702 (0.697, 0.707)","0.745 (0.739, 0.75)","0.043 (0.038, 0.046)"
GI,phecode_523-4,Diverticulitis,"0.677 (0.663, 0.691)","0.727 (0.711, 0.74)","0.049 (0.035, 0.065)"
GI,phecode_524,Functional intestinal disorder,"0.577 (0.57, 0.584)","0.708 (0.702, 0.715)","0.132 (0.12, 0.14)"
GI,phecode_524-1,Irritable bowel syndrome,"0.611 (0.599, 0.624)","0.754 (0.743, 0.765)","0.143 (0.129, 0.161)"
GI,phecode_525,Intestinal malabsorption,"0.578 (0.567, 0.586)","0.657 (0.648, 0.666)","0.08 (0.068, 0.093)"
GI,phecode_525-1,Celiac disease,"0.596 (0.558, 0.631)","0.644 (0.609, 0.678)","0.047 (0.002, 0.09)"
GI,phecode_525-3,Disorders of intestinal carbohydrate absorption,"0.593 (0.568, 0.618)","0.683 (0.667, 0.707)","0.093 (0.068, 0.112)"
GI,phecode_526,Intestinal infection,"0.524 (0.515, 0.534)","0.681 (0.676, 0.691)","0.157 (0.145, 0.168)"
GI,phecode_526-1,Bacterial enteritis,"0.536 (0.523, 0.549)","0.706 (0.698, 0.719)","0.172 (0.157, 0.188)"
GI,phecode_526-12,Intestinal infection due to C. difficile,"0.569 (0.547, 0.593)","0.781 (0.769, 0.798)","0.216 (0.19, 0.233)"
GI,phecode_526-2,Viral enteritis,"0.538 (0.511, 0.575)","0.732 (0.696, 0.775)","0.194 (0.16, 0.235)"
GI,phecode_527,Abdominal pain,"0.559 (0.556, 0.564)","0.599 (0.595, 0.604)","0.039 (0.032, 0.046)"
GI,phecode_528,Nausea and vomiting,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.038, 0.054)"
GI,phecode_528-1,Nausea,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.038, 0.054)"
GI,phecode_528-2,Vomiting,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.038, 0.054)"
GI,phecode_529,Symptoms involving digestive system,"0.546 (0.541, 0.55)","0.643 (0.639, 0.647)","0.097 (0.093, 0.101)"
GI,phecode_529-1,Diarrhea,"0.534 (0.53, 0.541)","0.648 (0.644, 0.654)","0.114 (0.106, 0.121)"
GI,phecode_529-2,Abdominal distension and flatulence,"0.57 (0.563, 0.576)","0.693 (0.686, 0.699)","0.122 (0.115, 0.133)"
GI,phecode_529-3,Fecal incontinence,"0.657 (0.648, 0.668)","0.733 (0.724, 0.742)","0.076 (0.066, 0.086)"
GI,phecode_529-5,Constipation,"0.564 (0.559, 0.57)","0.652 (0.647, 0.656)","0.088 (0.083, 0.094)"
GI,phecode_530,Disease of anus and rectum,"0.581 (0.574, 0.584)","0.655 (0.651, 0.66)","0.074 (0.071, 0.08)"
GI,phecode_530-1,Anal fissure,"0.618 (0.587, 0.644)","0.686 (0.665, 0.71)","0.068 (0.04, 0.098)"
GI,phecode_530-2,Anorectal abscess,"0.618 (0.588, 0.646)","0.746 (0.717, 0.767)","0.126 (0.093, 0.166)"
GI,phecode_530-3,Rectal prolapse,"0.667 (0.626, 0.699)","0.711 (0.676, 0.753)","0.047 (0.005, 0.089)"
GI,phecode_532,Other disorders of the intestines,"0.581 (0.576, 0.585)","0.642 (0.638, 0.646)","0.061 (0.057, 0.066)"
GI,phecode_532-1,Intestinal fistula,"0.518 (0.507, 0.537)","0.775 (0.748, 0.803)","0.258 (0.217, 0.287)"
GI,phecode_532-2,Intestinal perforation,"0.599 (0.571, 0.624)","0.707 (0.689, 0.735)","0.109 (0.086, 0.144)"
GI,phecode_532-4,Volvulus,"0.676 (0.641, 0.717)","0.753 (0.714, 0.781)","0.074 (0.022, 0.117)"
GI,phecode_535,Intestinal or peritoneal adhesions,"0.57 (0.556, 0.585)","0.703 (0.692, 0.717)","0.133 (0.111, 0.158)"
GI,phecode_537,Abnormality of the peritoneum,"0.546 (0.532, 0.558)","0.643 (0.631, 0.652)","0.096 (0.079, 0.116)"
GI,phecode_537-1,Peritonitis,"0.537 (0.524, 0.554)","0.684 (0.665, 0.701)","0.147 (0.117, 0.169)"
GI,phecode_537-2,Hemoperitoneum,"0.527 (0.507, 0.556)","0.665 (0.641, 0.708)","0.139 (0.103, 0.192)"
GI,phecode_540,Hepatitis,"0.608 (0.593, 0.621)","0.381 (0.371, 0.393)","-0.226 (-0.248, -0.204)"
GI,phecode_540-1,Chronic hepatitis,"0.623 (0.607, 0.637)","0.304 (0.292, 0.316)","-0.32 (-0.341, -0.294)"
GI,phecode_540-2,Acute hepatitis,"0.567 (0.547, 0.584)","0.31 (0.29, 0.325)","-0.257 (-0.283, -0.222)"
GI,phecode_540-3,Viral hepatitits,"0.621 (0.605, 0.635)","0.31 (0.298, 0.321)","-0.313 (-0.334, -0.29)"
GI,phecode_540-4,Alcoholic hepatitis,"0.652 (0.617, 0.683)","0.869 (0.829, 0.89)","0.209 (0.169, 0.252)"
GI,phecode_542,Chronic liver disease and sequelae,"0.539 (0.533, 0.543)","0.672 (0.667, 0.679)","0.134 (0.127, 0.142)"
GI,phecode_542-1,Fibrosis and cirrhosis of liver,"0.609 (0.597, 0.623)","0.785 (0.774, 0.796)","0.175 (0.159, 0.189)"
GI,phecode_542-2,Fatty liver disease (FLD),"0.522 (0.515, 0.527)","0.704 (0.698, 0.71)","0.183 (0.175, 0.191)"
GI,phecode_542-3,Hepatic failure,"0.613 (0.596, 0.629)","0.845 (0.829, 0.857)","0.231 (0.204, 0.254)"
GI,phecode_542-4,Portal hypertension,"0.609 (0.594, 0.635)","0.859 (0.844, 0.875)","0.25 (0.225, 0.27)"
GI,phecode_545,Nonspecific abnormal results of function study of liver,"0.551 (0.541, 0.558)","0.676 (0.666, 0.684)","0.125 (0.113, 0.14)"
GI,phecode_546,Other disorders of liver,"0.544 (0.54, 0.548)","0.646 (0.642, 0.651)","0.102 (0.096, 0.107)"
GI,phecode_546-2,Abscess of liver,"0.601 (0.557, 0.652)","0.774 (0.728, 0.816)","0.173 (0.121, 0.227)"
GI,phecode_546-3,Hepatomegaly,"0.51 (0.5, 0.524)","0.702 (0.689, 0.715)","0.192 (0.174, 0.207)"
GI,phecode_546-31,Hepatosplenomegaly*,"0.582 (0.549, 0.622)","0.788 (0.761, 0.818)","0.207 (0.161, 0.247)"
GI,phecode_550,Disorders of the gallbladder,"0.549 (0.542, 0.559)","0.663 (0.655, 0.671)","0.114 (0.1, 0.122)"
GI,phecode_550-1,Gallstones [Cholelithiasis],"0.553 (0.543, 0.561)","0.663 (0.653, 0.669)","0.11 (0.099, 0.121)"
GI,phecode_550-2,Cholecystitis,"0.545 (0.526, 0.555)","0.641 (0.629, 0.649)","0.098 (0.077, 0.122)"
GI,phecode_550-4,Cholesterolosis of gallbladder,"0.55 (0.523, 0.574)","0.626 (0.603, 0.645)","0.076 (0.04, 0.103)"
GI,phecode_552,Other diseases of biliary tract,"0.544 (0.532, 0.554)","0.615 (0.605, 0.625)","0.071 (0.054, 0.088)"
GI,phecode_552-1,Cholangitis,"0.538 (0.517, 0.549)","0.602 (0.588, 0.612)","0.064 (0.043, 0.093)"
GI,phecode_552-2,Obstruction of bile duct,"0.528 (0.507, 0.552)","0.625 (0.601, 0.648)","0.096 (0.06, 0.131)"
GI,phecode_554,Diseases of the pancreas,"0.626 (0.616, 0.636)","0.718 (0.709, 0.725)","0.091 (0.08, 0.101)"
GI,phecode_554-1,Pancreatitis,"0.559 (0.542, 0.574)","0.73 (0.719, 0.742)","0.17 (0.156, 0.189)"
GI,phecode_554-11,Acute pancreatitis,"0.559 (0.542, 0.574)","0.729 (0.718, 0.741)","0.17 (0.155, 0.188)"
GI,phecode_554-12,Chronic pancreatitis,"0.57 (0.544, 0.589)","0.802 (0.784, 0.828)","0.235 (0.212, 0.261)"
GI,phecode_554-2,Cyst and pseudocyst of pancreas,"0.72 (0.7, 0.736)","0.748 (0.735, 0.764)","0.029 (0.013, 0.047)"
GI,phecode_555,Ascites,"0.561 (0.546, 0.574)","0.757 (0.744, 0.771)","0.195 (0.18, 0.207)"
GI,phecode_556,Other symptoms involving the digestive system and abdomen,"0.575 (0.572, 0.578)","0.636 (0.631, 0.641)","0.06 (0.055, 0.066)"
GI,phecode_556-3,"Abdominal or pelvic swelling, mass, or lump","0.575 (0.572, 0.578)","0.635 (0.63, 0.639)","0.059 (0.055, 0.065)"
GI,phecode_556-8,Nonspecific abnormal findings in stool contents,"0.628 (0.601, 0.657)","0.672 (0.647, 0.692)","0.046 (0.02, 0.069)"
GI,phecode_557,Gastrointestinal hemorrhage,"0.545 (0.537, 0.552)","0.68 (0.674, 0.689)","0.135 (0.128, 0.144)"
GI,phecode_557-1,Hematemesis,"0.579 (0.554, 0.593)","0.735 (0.716, 0.76)","0.157 (0.124, 0.188)"
GI,phecode_557-2,Blood in stool,"0.554 (0.541, 0.564)","0.687 (0.678, 0.697)","0.132 (0.125, 0.142)"
GI,phecode_557-8,Hemorrhage of rectum and anus,"0.508 (0.5, 0.518)","0.671 (0.663, 0.682)","0.162 (0.148, 0.178)"
GI,phecode_558,Abnormal findings on diagnostic imaging of the digestive tract,"0.613 (0.605, 0.621)","0.709 (0.702, 0.717)","0.098 (0.088, 0.106)"
GI,phecode_559,"Other disease of digestive system, NOS","0.511 (0.508, 0.514)","0.577 (0.573, 0.581)","0.066 (0.062, 0.071)"
Genitourinary,phecode_580,Glomerular diseases,"0.556 (0.538, 0.568)","0.698 (0.688, 0.709)","0.144 (0.124, 0.167)"
Genitourinary,phecode_580-3,Nephrotic syndrome,"0.576 (0.56, 0.587)","0.697 (0.684, 0.706)","0.122 (0.102, 0.144)"
Genitourinary,phecode_580-4,"Nephritis and nephropathy, not specified as acute or chronic","0.618 (0.593, 0.642)","0.849 (0.826, 0.877)","0.231 (0.199, 0.265)"
Genitourinary,phecode_581,Renal tubulo-interstitial diseases,"0.662 (0.655, 0.669)","0.692 (0.687, 0.7)","0.031 (0.022, 0.04)"
Genitourinary,phecode_581-1,Pyelonephritis,"0.591 (0.581, 0.601)","0.732 (0.72, 0.744)","0.14 (0.121, 0.157)"
Genitourinary,phecode_581-11,Acute pyelonephritis,"0.61 (0.601, 0.624)","0.726 (0.712, 0.737)","0.115 (0.097, 0.133)"
Genitourinary,phecode_581-3,Obstructive and reflux uropathy,"0.751 (0.744, 0.758)","0.731 (0.724, 0.739)","-0.02 (-0.026, -0.014)"
Genitourinary,phecode_581-31,Hydronephrosis,"0.564 (0.551, 0.575)","0.694 (0.683, 0.706)","0.13 (0.118, 0.141)"
Genitourinary,phecode_581-32,Hydroureter,"0.608 (0.561, 0.653)","0.727 (0.681, 0.761)","0.111 (0.065, 0.175)"
Genitourinary,phecode_581-33,Stricture or kinking of ureter,"0.586 (0.566, 0.623)","0.776 (0.748, 0.805)","0.189 (0.151, 0.217)"
Genitourinary,phecode_582,Acute kidney failure,"0.658 (0.655, 0.665)","0.774 (0.769, 0.779)","0.115 (0.106, 0.12)"
Genitourinary,phecode_583,Chronic kidney disease,"0.692 (0.687, 0.697)","0.781 (0.776, 0.785)","0.089 (0.084, 0.093)"
Genitourinary,phecode_583-1,"End stage renal disease [CDK, stage 5]","0.628 (0.614, 0.642)","0.882 (0.868, 0.896)","0.255 (0.236, 0.273)"
Genitourinary,phecode_584,Renal failure,"0.674 (0.67, 0.678)","0.748 (0.743, 0.752)","0.073 (0.068, 0.079)"
Genitourinary,phecode_585,Kidney stone disease,"0.559 (0.553, 0.57)","0.654 (0.646, 0.661)","0.094 (0.084, 0.104)"
Genitourinary,phecode_585-1,Renal colic,"0.528 (0.503, 0.549)","0.74 (0.713, 0.763)","0.21 (0.18, 0.257)"
Genitourinary,phecode_586,Other disorders of the kidney and ureters,"0.625 (0.621, 0.629)","0.683 (0.678, 0.687)","0.058 (0.054, 0.062)"
Genitourinary,phecode_586-2,Cyst of kidney,"0.692 (0.684, 0.7)","0.75 (0.742, 0.758)","0.059 (0.051, 0.064)"
Genitourinary,phecode_586-5,"Renal sclerosis, unspecified","0.601 (0.585, 0.633)","0.886 (0.864, 0.906)","0.282 (0.25, 0.311)"
Genitourinary,phecode_588,Disorders and findings from impaired renal function,"0.655 (0.644, 0.665)","0.834 (0.824, 0.842)","0.178 (0.166, 0.194)"
Genitourinary,phecode_588-1,Disorders resulting from impaired renal function,"0.649 (0.637, 0.659)","0.891 (0.883, 0.902)","0.241 (0.23, 0.26)"
Genitourinary,phecode_588-2,Abnormal results of function study of kidney,"0.662 (0.647, 0.679)","0.735 (0.716, 0.75)","0.071 (0.052, 0.089)"
Genitourinary,phecode_591,Urinary tract infection,"0.603 (0.599, 0.607)","0.633 (0.628, 0.638)","0.03 (0.022, 0.036)"
Genitourinary,phecode_592,Cystitis and urethritis,"0.613 (0.608, 0.619)","0.678 (0.672, 0.684)","0.065 (0.057, 0.072)"
Genitourinary,phecode_592-1,Cystitis,"0.628 (0.623, 0.634)","0.688 (0.681, 0.694)","0.059 (0.051, 0.065)"
Genitourinary,phecode_592-11,Acute cystitis,"0.639 (0.632, 0.646)","0.701 (0.693, 0.707)","0.062 (0.053, 0.068)"
Genitourinary,phecode_592-12,Chronic cystitis,"0.626 (0.595, 0.651)","0.711 (0.687, 0.744)","0.085 (0.042, 0.121)"
Genitourinary,phecode_592-13,Chronic interstitial cystitis,"0.664 (0.642, 0.69)","0.765 (0.725, 0.8)","0.101 (0.058, 0.139)"
Genitourinary,phecode_592-2,Urethritis and urethral syndrome,"0.593 (0.572, 0.621)","0.653 (0.621, 0.684)","0.057 (0.011, 0.103)"
Genitourinary,phecode_593,Hematuria,"0.57 (0.563, 0.578)","0.668 (0.662, 0.676)","0.097 (0.092, 0.104)"
Genitourinary,phecode_593-1,Gross hematuria,"0.674 (0.662, 0.687)","0.75 (0.74, 0.759)","0.076 (0.065, 0.088)"
Genitourinary,phecode_593-2,Microscopic hematuria,"0.616 (0.609, 0.625)","0.696 (0.687, 0.706)","0.079 (0.07, 0.089)"
Genitourinary,phecode_593-3,Recurrent and persistent hematuria*,"0.531 (0.501, 0.55)","0.676 (0.648, 0.701)","0.147 (0.108, 0.18)"
Genitourinary,phecode_594,Abnormality of urination,"0.57 (0.566, 0.573)","0.647 (0.643, 0.651)","0.077 (0.074, 0.081)"
Genitourinary,phecode_594-1,Retention of urine,"0.679 (0.67, 0.688)","0.73 (0.722, 0.738)","0.051 (0.046, 0.056)"
Genitourinary,phecode_594-11,Urinary hesitancy,"0.656 (0.632, 0.68)","0.715 (0.696, 0.735)","0.058 (0.036, 0.077)"
Genitourinary,phecode_594-2,Dysuria,"0.58 (0.574, 0.587)","0.663 (0.656, 0.669)","0.082 (0.077, 0.089)"
Genitourinary,phecode_594-3,Urinary incontinence,"0.66 (0.654, 0.666)","0.711 (0.704, 0.717)","0.051 (0.043, 0.057)"
Genitourinary,phecode_594-31,Urge incontinence,"0.714 (0.704, 0.72)","0.756 (0.748, 0.764)","0.043 (0.035, 0.051)"
Genitourinary,phecode_594-32,Stress incontinence,"0.705 (0.7, 0.713)","0.729 (0.721, 0.738)","0.024 (0.016, 0.033)"
Genitourinary,phecode_594-33,Nocturnal enuresis,"0.623 (0.574, 0.663)","0.768 (0.729, 0.808)","0.148 (0.104, 0.19)"
Genitourinary,phecode_594-4,Frequency of urination and polyuria,"0.602 (0.596, 0.608)","0.698 (0.693, 0.704)","0.096 (0.091, 0.102)"
Genitourinary,phecode_594-41,Nocturia,"0.754 (0.744, 0.765)","0.778 (0.769, 0.787)","0.023 (0.015, 0.032)"
Genitourinary,phecode_594-6,Urinary urgency,"0.628 (0.62, 0.636)","0.736 (0.729, 0.745)","0.109 (0.101, 0.117)"
Genitourinary,phecode_596,Other disorders of bladder,"0.596 (0.591, 0.601)","0.67 (0.665, 0.675)","0.074 (0.07, 0.081)"
Genitourinary,phecode_596-1,Bladder neck obstruction,"0.827 (0.809, 0.846)","0.862 (0.841, 0.882)","0.032 (0.025, 0.045)"
Genitourinary,phecode_596-2,Overactive bladder,"0.69 (0.679, 0.699)","0.777 (0.769, 0.785)","0.087 (0.077, 0.098)"
Genitourinary,phecode_596-3,Diverticulum of bladder,"0.839 (0.796, 0.866)","0.875 (0.84, 0.899)","0.035 (0.023, 0.053)"
Genitourinary,phecode_596-5,Neuromuscular dysfunction of bladder,"0.66 (0.648, 0.669)","0.762 (0.751, 0.771)","0.101 (0.089, 0.114)"
Genitourinary,phecode_597,Other disorders of urethra and urinary tract,"0.816 (0.808, 0.824)","0.745 (0.738, 0.753)","-0.07 (-0.078, -0.062)"
Genitourinary,phecode_597-1,Urethral stricture,"0.8 (0.768, 0.822)","0.809 (0.784, 0.833)","0.01 (-0.025, 0.04)"
Genitourinary,phecode_598,Abnormal findings on radiological and other examination of genitourinary organs,"0.639 (0.621, 0.661)","0.755 (0.739, 0.773)","0.116 (0.097, 0.135)"
Genitourinary,phecode_599,Other symptoms/disorders or the urinary system,"0.543 (0.541, 0.548)","0.558 (0.556, 0.564)","0.015 (0.011, 0.021)"
Genitourinary,phecode_599-7,Urethral discharge,"0.872 (0.851, 0.89)","0.634 (0.599, 0.678)","-0.238 (-0.278, -0.186)"
Genitourinary,phecode_600,Benign prostatic hyperplasia,"0.744 (0.738, 0.75)","0.824 (0.82, 0.829)","0.08 (0.076, 0.085)"
Genitourinary,phecode_601,Inflammatory diseases of prostate,"0.601 (0.581, 0.629)","0.816 (0.796, 0.832)","0.211 (0.185, 0.237)"
Genitourinary,phecode_601-1,Prostatitis,"0.601 (0.581, 0.629)","0.816 (0.796, 0.832)","0.211 (0.185, 0.237)"
Genitourinary,phecode_601-11,Acute prostatitis,"0.599 (0.564, 0.631)","0.814 (0.775, 0.839)","0.21 (0.17, 0.27)"
Genitourinary,phecode_601-12,Chronic prostatitis,"0.64 (0.609, 0.681)","0.86 (0.832, 0.89)","0.221 (0.18, 0.269)"
Genitourinary,phecode_602,Other disorders of prostate,"0.748 (0.741, 0.753)","0.811 (0.806, 0.819)","0.063 (0.056, 0.069)"
Genitourinary,phecode_602-4,Elevated prostate specific antigen [PSA],"0.735 (0.728, 0.743)","0.853 (0.844, 0.862)","0.117 (0.108, 0.126)"
Genitourinary,phecode_603,Disorders and symptoms of testis,"0.525 (0.511, 0.54)","0.746 (0.734, 0.76)","0.222 (0.204, 0.238)"
Genitourinary,phecode_603-1,Hydrocele,"0.532 (0.512, 0.559)","0.753 (0.734, 0.772)","0.22 (0.2, 0.239)"
Genitourinary,phecode_603-2,Spermatocele,"0.537 (0.503, 0.559)","0.783 (0.754, 0.807)","0.247 (0.21, 0.282)"
Genitourinary,phecode_603-5,Orchitis and epididymitis,"0.529 (0.5, 0.558)","0.749 (0.721, 0.778)","0.218 (0.185, 0.258)"
Genitourinary,phecode_603-6,Scrotal pain*,"0.835 (0.828, 0.843)","0.858 (0.847, 0.866)","0.023 (0.011, 0.033)"
Genitourinary,phecode_604,Disorders of penis,"0.508 (0.5, 0.518)","0.622 (0.607, 0.632)","0.113 (0.096, 0.127)"
Genitourinary,phecode_604-1,Redundant prepuce and phimosis,"0.519 (0.502, 0.556)","0.728 (0.679, 0.761)","0.206 (0.151, 0.249)"
Genitourinary,phecode_604-3,Peyronie's disease,"0.593 (0.571, 0.624)","0.789 (0.757, 0.82)","0.195 (0.157, 0.246)"
Genitourinary,phecode_604-5,Balanoposthitis,"0.531 (0.501, 0.559)","0.779 (0.75, 0.799)","0.25 (0.196, 0.294)"
Genitourinary,phecode_605,Male sexual dysfuction,"0.603 (0.594, 0.613)","0.682 (0.671, 0.689)","0.077 (0.066, 0.087)"
Genitourinary,phecode_605-1,Male erectile dysfunction,"0.605 (0.596, 0.616)","0.785 (0.776, 0.793)","0.178 (0.167, 0.19)"
Genitourinary,phecode_605-2,Ejaculatory dysfunction,"0.518 (0.498, 0.554)","0.508 (0.491, 0.525)","-0.01 (-0.056, 0.013)"
Genitourinary,phecode_608,Other disorders of male genital organs,"0.639 (0.63, 0.646)","0.508 (0.503, 0.512)","-0.13 (-0.139, -0.122)"
Genitourinary,phecode_608-1,Abnormal findings in semen,"0.892 (0.886, 0.896)","0.9 (0.896, 0.905)","0.009 (0.005, 0.013)"
Genitourinary,phecode_609,Male infertility,"0.779 (0.748, 0.8)","0.796 (0.784, 0.805)","0.016 (0, 0.042)"
Genitourinary,phecode_610,Benign mammary dysplasias,"0.545 (0.537, 0.555)","0.693 (0.684, 0.703)","0.148 (0.132, 0.163)"
Genitourinary,phecode_610-1,Cystic mastopathy,"0.533 (0.523, 0.544)","0.69 (0.682, 0.702)","0.158 (0.139, 0.18)"
Genitourinary,phecode_610-2,Fibroadenosis of breast,"0.575 (0.542, 0.607)","0.713 (0.683, 0.736)","0.139 (0.089, 0.18)"
Genitourinary,phecode_610-3,Fibrosclerosis of breast,"0.579 (0.554, 0.606)","0.785 (0.763, 0.808)","0.206 (0.17, 0.239)"
Genitourinary,phecode_610-5,Mammary duct ectasia,"0.518 (0.495, 0.551)","0.735 (0.708, 0.777)","0.218 (0.171, 0.267)"
Genitourinary,phecode_612,"Breast conditions, congenital or relating to hormones","0.594 (0.575, 0.609)","0.623 (0.608, 0.643)","0.032 (0.014, 0.045)"
Genitourinary,phecode_612-2,Hypertrophy of breast (Gynecomastia),"0.552 (0.532, 0.571)","0.611 (0.596, 0.632)","0.06 (0.04, 0.081)"
Genitourinary,phecode_613,Other nonmalignant breast conditions,"0.539 (0.532, 0.546)","0.682 (0.678, 0.688)","0.144 (0.135, 0.154)"
Genitourinary,phecode_613-1,Inflammatory disease of breast,"0.546 (0.527, 0.566)","0.719 (0.706, 0.734)","0.174 (0.152, 0.199)"
Genitourinary,phecode_613-5,Mastodynia,"0.508 (0.498, 0.516)","0.723 (0.716, 0.732)","0.216 (0.204, 0.227)"
Genitourinary,phecode_613-7,Other signs and symptoms in breast,"0.514 (0.503, 0.531)","0.736 (0.72, 0.751)","0.223 (0.204, 0.237)"
Genitourinary,phecode_613-8,Other specified disorders of breast,"0.644 (0.634, 0.652)","0.762 (0.749, 0.773)","0.117 (0.104, 0.13)"
Genitourinary,phecode_614,Inflammatory diseases of female pelvic organs,"0.557 (0.551, 0.565)","0.706 (0.699, 0.712)","0.148 (0.138, 0.158)"
Genitourinary,phecode_614-1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)","0.623 (0.598, 0.647)","0.791 (0.769, 0.814)","0.168 (0.139, 0.195)"
Genitourinary,phecode_614-3,Pelvic inflammatory disease (PID),"0.553 (0.546, 0.56)","0.68 (0.672, 0.686)","0.126 (0.117, 0.134)"
Genitourinary,phecode_614-32,Chronic inflammatory pelvic disease,"0.635 (0.611, 0.669)","0.746 (0.722, 0.784)","0.112 (0.067, 0.156)"
Genitourinary,phecode_614-33,"Pelvic inflammatory disease, NOS","0.553 (0.546, 0.56)","0.672 (0.664, 0.677)","0.118 (0.107, 0.128)"
Genitourinary,phecode_614-4,"Inflammatory diseases of uterus, except cervix","0.658 (0.644, 0.674)","0.727 (0.708, 0.745)","0.065 (0.049, 0.092)"
Genitourinary,phecode_614-5,"Inflammatory disease of cervix, vagina, and vulva","0.547 (0.54, 0.554)","0.702 (0.694, 0.708)","0.155 (0.141, 0.165)"
Genitourinary,phecode_614-51,Cervicitis and endocervicitis,"0.638 (0.62, 0.655)","0.753 (0.737, 0.774)","0.118 (0.101, 0.14)"
Genitourinary,phecode_614-52,Vaginitis and vulvovaginitis,"0.539 (0.533, 0.546)","0.699 (0.689, 0.706)","0.158 (0.145, 0.17)"
Genitourinary,phecode_614-53,Cyst or abscess of Bartholin's gland,"0.628 (0.592, 0.661)","0.731 (0.682, 0.758)","0.099 (0.034, 0.14)"
Genitourinary,phecode_614-54,Abscess or ulceration of vulva,"0.582 (0.548, 0.601)","0.725 (0.697, 0.744)","0.145 (0.108, 0.186)"
